company_id,group_name,account_name,date,debit_amount,credit
7S4LET,Operations,Room Rent,15-08-2023,3276.98,
7S4LET,Travel,Rent,03-02-2024,5033.9,
7S4LET,Travel,Miscellaneous Income,27-03-2023,6774.1,1031.58
7S4LET,Ungrouped,Miscellaneous Income,12-03-2025,3326.59,
7S4LET,IT,Rent,26-11-2023,9296.8,
7S4LET,Travel,FX Gain/ Loss,12-08-2025,3570.6,
7S4LET,HR,Rent,14-06-2024,5371.08,
7S4LET,Operations,Room Rent,16-10-2025,6873.21,1629.9
7S4LET,Operations,Rent,14-05-2025,6268.26,5061.24
7S4LET,Travel,Miscellaneous Expense,07-03-2025,3567.08,2973.85
7S4LET,Operations,Bank Service Charges,01-05-2023,7672.21,
7S4LET,Travel,Employee Benefits,16-06-2024,4563.82,3537.27
7S4LET,Ungrouped,Miscellaneous Expense,09-01-2023,4566.69,
7S4LET,IT,FX Gain/ Loss,13-05-2023,2170.75,1345.65
7S4LET,IT,Employee Benefits,04-07-2023,8609.09,6952.33
7S4LET,HR,Miscellaneous Expense,10-08-2024,8091.72,
7S4LET,IT,Bank Service Charges,20-08-2024,1925.73,1505.27
7S4LET,Travel,FX Gain/ Loss,12-03-2023,8012.75,6634.7
7S4LET,Ungrouped,Miscellaneous Income,09-10-2025,4493.19,
7S4LET,Operations,Room Rent,08-01-2023,3355.5,
7S4LET,HR,Employee Benefits,13-06-2024,1067.28,527.48
7S4LET,HR,Miscellaneous Income,09-04-2024,8427.97,1353.51
7S4LET,Operations,Miscellaneous Income,20-10-2025,7393.45,4380.81
7S4LET,Ungrouped,FX Gain/ Loss,09-04-2025,9187.31,
7S4LET,HR,Miscellaneous Income,20-08-2023,3401.03,
7S4LET,IT,Miscellaneous Income,28-07-2024,4743.02,748.43
7S4LET,Ungrouped,Room Rent,01-03-2024,8902.56,540.43
7S4LET,Travel,Room Rent,15-05-2023,2421.75,421.21
7S4LET,Ungrouped,Employee Benefits,10-10-2025,2178.38,802.64
7S4LET,Ungrouped,Employee Benefits,13-07-2023,9768.51,
7S4LET,Ungrouped,Employee Benefits,16-03-2025,3096.86,2729.41
7S4LET,Ungrouped,Miscellaneous Income,26-11-2024,4514.78,
7S4LET,Operations,Bank Service Charges,14-06-2024,3382.94,
7S4LET,Travel,Bank Service Charges,17-11-2024,8214.35,
7S4LET,Operations,Miscellaneous Income,17-02-2023,1878.26,1064.18
7S4LET,Ungrouped,Miscellaneous Income,08-07-2023,4915.63,1506.54
7S4LET,HR,Miscellaneous Income,25-09-2025,2196.09,
7S4LET,Travel,Rent,03-06-2025,2687.82,
7S4LET,Ungrouped,Miscellaneous Income,24-11-2023,1249.19,207.2
7S4LET,IT,Room Rent,01-08-2025,3617.7,
7S4LET,Operations,Room Rent,04-07-2024,9975.8,
7S4LET,Travel,Bank Service Charges,02-10-2024,4841.81,
7S4LET,HR,Bank Service Charges,17-11-2023,4363.86,
7S4LET,Travel,Bank Service Charges,15-04-2024,8751.6,
7S4LET,IT,Rent,09-05-2023,5481.71,
7S4LET,Operations,Rent,20-05-2023,6960.82,6531.71
7S4LET,Ungrouped,Employee Benefits,24-06-2024,3205.06,
7S4LET,Travel,Employee Benefits,27-09-2023,3449.19,111.94
7S4LET,Operations,Employee Benefits,12-06-2024,6899.89,3075.75
7S4LET,IT,Miscellaneous Income,11-01-2024,4237.66,3071.81
7S4LET,Operations,FX Gain/ Loss,23-08-2025,4687.94,
7S4LET,Operations,FX Gain/ Loss,12-04-2025,4907.8,
7S4LET,IT,FX Gain/ Loss,26-02-2024,9398,5453.87
7S4LET,Operations,FX Gain/ Loss,28-11-2025,6229.33,
7S4LET,HR,Miscellaneous Expense,05-03-2024,2504.45,
7S4LET,Operations,Miscellaneous Expense,05-09-2025,7734.32,
7S4LET,IT,Bank Service Charges,31-03-2024,7042.4,6952.61
7S4LET,HR,Employee Benefits,12-05-2025,3157.66,2006.94
7S4LET,Travel,Miscellaneous Expense,28-12-2024,5778.41,
7S4LET,IT,Miscellaneous Income,28-07-2023,6421.48,958.21
7S4LET,IT,Bank Service Charges,27-11-2023,4211.17,
7S4LET,HR,Miscellaneous Income,21-07-2024,6241.88,
7S4LET,HR,FX Gain/ Loss,13-01-2023,5367.95,344.74
7S4LET,HR,Miscellaneous Expense,19-06-2023,5290.83,
7S4LET,Travel,Rent,22-06-2025,5419.25,
7S4LET,Travel,Miscellaneous Income,14-04-2025,2473.54,
7S4LET,Travel,Room Rent,27-06-2025,5413.35,526.75
7S4LET,IT,Miscellaneous Income,07-02-2025,9046.78,
7S4LET,IT,FX Gain/ Loss,21-06-2023,7433.59,4606.98
7S4LET,Operations,Employee Benefits,28-07-2025,7396.23,
7S4LET,Operations,Bank Service Charges,27-12-2024,1314.37,571.27
7S4LET,Travel,Miscellaneous Income,12-07-2024,5657.45,
7S4LET,Operations,Employee Benefits,08-10-2024,7701.57,1596.07
7S4LET,HR,Employee Benefits,27-09-2025,5793.54,
7S4LET,Travel,Rent,11-09-2025,4321.34,
7S4LET,Travel,FX Gain/ Loss,03-06-2024,3288.88,543.56
7S4LET,Operations,Employee Benefits,04-09-2023,7944.39,
7S4LET,Ungrouped,Bank Service Charges,03-08-2025,8534.21,
7S4LET,HR,Miscellaneous Income,27-04-2023,6381.84,5741.56
7S4LET,Travel,Miscellaneous Income,27-08-2025,9174.61,
7S4LET,Ungrouped,Bank Service Charges,21-09-2024,1109.66,952.83
7S4LET,Operations,Bank Service Charges,13-01-2025,7255.74,2898.79
7S4LET,HR,FX Gain/ Loss,04-06-2024,1253.31,546.32
7S4LET,Travel,Room Rent,05-12-2024,1628.47,
7S4LET,Operations,Employee Benefits,05-06-2023,2687.46,2543.96
7S4LET,Travel,Room Rent,05-11-2025,7280.6,1063.47
7S4LET,IT,Miscellaneous Income,20-08-2024,9584.31,6768.65
7S4LET,Travel,Miscellaneous Income,08-05-2025,7992.54,663.21
7S4LET,Operations,Employee Benefits,14-11-2023,1220.94,
7S4LET,IT,Rent,05-12-2024,2360.38,
7S4LET,Operations,Bank Service Charges,11-11-2024,3228.35,
7S4LET,Operations,Bank Service Charges,01-01-2024,4109.03,
7S4LET,Ungrouped,Employee Benefits,01-07-2024,8336.18,3252.75
7S4LET,Operations,Rent,30-09-2024,2873.17,
7S4LET,IT,FX Gain/ Loss,31-12-2023,3942.01,
7S4LET,Ungrouped,Employee Benefits,11-03-2023,9466.88,9014.58
7S4LET,IT,Rent,15-07-2023,6527.14,2256.22
7S4LET,Travel,FX Gain/ Loss,20-01-2025,2395.23,
7S4LET,Operations,FX Gain/ Loss,23-05-2023,7638.1,
7S4LET,Ungrouped,Miscellaneous Expense,31-07-2024,9104.94,1859.63
7S4LET,IT,Room Rent,21-02-2025,2819.92,1771.8
7S4LET,HR,Bank Service Charges,15-12-2024,8302.35,227.69
7S4LET,Operations,Miscellaneous Expense,09-06-2025,1223.76,
7S4LET,IT,Room Rent,28-06-2023,2233.48,1374.98
7S4LET,HR,Miscellaneous Expense,07-05-2024,2494.51,1616.99
7S4LET,Travel,FX Gain/ Loss,18-07-2024,7544.34,
7S4LET,IT,FX Gain/ Loss,17-07-2025,3419.99,2177.78
7S4LET,Ungrouped,Bank Service Charges,20-01-2023,2136.35,1512.53
7S4LET,Travel,FX Gain/ Loss,17-02-2025,9501.21,
7S4LET,Operations,Rent,28-11-2025,8675.29,
7S4LET,Operations,FX Gain/ Loss,13-04-2023,4316.53,963.85
7S4LET,Travel,FX Gain/ Loss,19-02-2025,2271.84,
7S4LET,Ungrouped,Employee Benefits,07-01-2024,8213.64,6690.95
7S4LET,Ungrouped,Room Rent,22-11-2025,1508.19,168.98
7S4LET,Operations,Room Rent,02-05-2023,8145.16,7435.6
7S4LET,Operations,FX Gain/ Loss,11-04-2023,3289.4,202.19
7S4LET,Ungrouped,Bank Service Charges,28-12-2023,7131.56,695.99
7S4LET,Operations,Room Rent,07-09-2025,5055.69,
7S4LET,HR,Bank Service Charges,12-04-2025,2443.48,
7S4LET,Travel,Miscellaneous Income,02-04-2024,7510.33,529.06
7S4LET,HR,Room Rent,14-10-2024,5942.99,2461.37
7S4LET,HR,Rent,25-07-2023,5660.15,4267.55
7S4LET,IT,Rent,06-12-2025,8229.69,392.03
7S4LET,HR,Miscellaneous Expense,18-07-2025,4717.22,
7S4LET,HR,Miscellaneous Income,14-03-2025,9677.79,9512.19
7S4LET,Travel,Bank Service Charges,23-10-2023,8002.62,
7S4LET,IT,Miscellaneous Expense,25-12-2024,3606.49,
7S4LET,IT,Room Rent,28-12-2024,6421.08,
7S4LET,Ungrouped,Rent,22-01-2025,8875.83,
7S4LET,HR,Employee Benefits,26-12-2023,6687.87,4024.78
7S4LET,HR,Room Rent,01-12-2024,9603.36,815.08
7S4LET,IT,Miscellaneous Expense,22-05-2024,9943.67,
7S4LET,Ungrouped,Room Rent,16-08-2023,7474.58,
7S4LET,IT,Miscellaneous Expense,30-05-2025,7061,
7S4LET,Ungrouped,Miscellaneous Expense,02-09-2023,2495.07,507.63
7S4LET,IT,Bank Service Charges,08-10-2024,4655.31,2087.58
7S4LET,Operations,Room Rent,07-03-2025,6473.86,
7S4LET,Operations,Rent,01-01-2025,1200.92,
7S4LET,Ungrouped,Room Rent,27-05-2023,8984.8,6385.84
7S4LET,HR,Rent,23-03-2025,1948.94,1809.07
7S4LET,Travel,Miscellaneous Expense,28-11-2025,1160.95,
7S4LET,Operations,Miscellaneous Income,17-11-2024,4145.83,
7S4LET,IT,Room Rent,01-01-2024,1510.79,1400.62
7S4LET,Operations,FX Gain/ Loss,04-01-2024,5667.36,
7S4LET,Operations,Miscellaneous Income,10-10-2024,4286.94,90.83
7S4LET,HR,Miscellaneous Expense,12-12-2024,7647.61,
7S4LET,HR,Room Rent,24-11-2024,4211.76,
7S4LET,HR,Room Rent,27-08-2024,1549.06,1179.48
7S4LET,Travel,Employee Benefits,02-02-2025,4261.91,2685.07
7S4LET,Ungrouped,Employee Benefits,13-01-2023,5071.9,
7S4LET,Operations,Room Rent,19-09-2025,3063.68,
7S4LET,Ungrouped,Miscellaneous Income,25-02-2023,7246.84,
7S4LET,IT,Employee Benefits,18-02-2023,2789.02,299.55
7S4LET,Travel,Miscellaneous Income,02-07-2023,8176.26,
7S4LET,Operations,Miscellaneous Expense,12-10-2025,6960.7,3784.99
7S4LET,Operations,Miscellaneous Expense,08-09-2024,7706.89,574.66
7S4LET,IT,Bank Service Charges,29-01-2025,8666.12,73.77
7S4LET,Operations,Miscellaneous Expense,20-06-2023,8798.54,1777.4
7S4LET,Operations,Employee Benefits,20-05-2023,7206,479.25
7S4LET,IT,Miscellaneous Income,27-02-2025,7487.45,
7S4LET,Travel,Rent,03-08-2023,2117.35,
7S4LET,Operations,FX Gain/ Loss,07-12-2023,5403.38,
7S4LET,IT,Miscellaneous Expense,17-09-2024,8920.48,
7S4LET,IT,Miscellaneous Expense,23-07-2025,4520.56,238.36
7S4LET,IT,Rent,22-02-2023,7297.54,
7S4LET,IT,FX Gain/ Loss,17-07-2025,8453.92,
7S4LET,HR,FX Gain/ Loss,15-10-2023,2009.35,1952.15
7S4LET,Operations,Miscellaneous Income,18-04-2025,1687.74,1237.46
7S4LET,Operations,Miscellaneous Income,09-04-2023,3228.18,2511.7
7S4LET,HR,Employee Benefits,15-01-2024,3004.2,2337.85
7S4LET,Travel,Employee Benefits,07-08-2024,6794.23,3430.99
7S4LET,HR,Room Rent,26-10-2025,1894.04,
7S4LET,Operations,Rent,04-12-2023,4579.41,4545.53
7S4LET,IT,Bank Service Charges,20-09-2025,6916.68,
7S4LET,Travel,Miscellaneous Income,22-08-2025,6400.3,3795.82
7S4LET,Operations,Bank Service Charges,15-03-2023,9192.99,
7S4LET,IT,Miscellaneous Expense,18-12-2024,4752.54,109.21
7S4LET,Operations,Employee Benefits,22-02-2023,5751.64,2202.26
7S4LET,Operations,FX Gain/ Loss,28-08-2025,2572.96,
7S4LET,HR,Bank Service Charges,19-07-2023,6734.19,
7S4LET,HR,Employee Benefits,04-04-2025,4418.56,2783.89
7S4LET,Operations,Room Rent,30-09-2025,5445.11,953.37
7S4LET,Travel,Rent,05-07-2025,3637.9,
7S4LET,Ungrouped,Employee Benefits,04-07-2023,4112.42,
7S4LET,Operations,FX Gain/ Loss,11-02-2025,4316.3,1236.73
7S4LET,HR,Miscellaneous Income,03-10-2024,1653.26,
7S4LET,IT,FX Gain/ Loss,15-04-2025,7960.88,
7S4LET,Travel,Employee Benefits,25-11-2023,8388.98,
7S4LET,Operations,Employee Benefits,22-08-2025,1720.55,289.54
7S4LET,HR,Miscellaneous Expense,31-10-2023,7480.43,
7S4LET,Ungrouped,Miscellaneous Income,19-02-2023,5457.32,
7S4LET,HR,Employee Benefits,03-11-2024,1762,
7S4LET,IT,Room Rent,13-07-2024,8944.88,
7S4LET,HR,Rent,17-01-2023,6117.22,
7S4LET,Ungrouped,Miscellaneous Expense,12-05-2023,2611.05,
7S4LET,Ungrouped,Bank Service Charges,17-03-2025,6871.07,4324.88
7S4LET,Travel,Miscellaneous Income,09-10-2023,8093.52,6885.91
7S4LET,Travel,Employee Benefits,22-12-2024,8005.86,
7S4LET,Operations,Employee Benefits,23-05-2024,7390.88,
7S4LET,Travel,Employee Benefits,09-11-2024,5248.65,
7S4LET,IT,Bank Service Charges,02-07-2024,7313.54,292.85
7S4LET,Operations,Miscellaneous Expense,17-02-2024,8269.61,4836.36
7S4LET,Operations,FX Gain/ Loss,25-10-2023,8674.58,
7S4LET,IT,Bank Service Charges,06-11-2023,2095.5,586.87
7S4LET,IT,FX Gain/ Loss,16-01-2024,3557.6,336.54
7S4LET,Travel,FX Gain/ Loss,19-08-2024,7844.18,
7S4LET,IT,Rent,29-11-2024,6035.58,
7S4LET,Travel,Miscellaneous Income,24-05-2023,9348.6,6065.07
7S4LET,Travel,Rent,24-12-2025,8358.58,
7S4LET,Ungrouped,Miscellaneous Expense,31-07-2024,1297.74,483.8
7S4LET,Operations,Rent,29-07-2023,5964.42,
7S4LET,HR,Employee Benefits,03-06-2025,8468.68,
7S4LET,IT,Bank Service Charges,16-07-2024,9272.16,7151.89
7S4LET,Operations,Miscellaneous Expense,27-05-2024,7464.07,3647.99
7S4LET,IT,Miscellaneous Income,01-04-2025,7113.47,
7S4LET,Ungrouped,Employee Benefits,02-05-2025,1199.12,1142.95
7S4LET,Operations,Employee Benefits,27-02-2024,4265,3149
7S4LET,IT,Bank Service Charges,09-04-2025,4326.64,
7S4LET,Travel,Miscellaneous Income,25-01-2023,8832.23,
7S4LET,HR,Miscellaneous Expense,10-01-2024,5129.86,
7S4LET,Operations,FX Gain/ Loss,19-06-2025,9027.86,
7S4LET,HR,Rent,21-07-2023,3006.36,
7S4LET,Ungrouped,Room Rent,29-07-2025,6307.74,5725.72
7S4LET,Travel,Bank Service Charges,20-04-2023,6134.77,
7S4LET,Ungrouped,Rent,16-06-2023,3580.28,1540.03
7S4LET,IT,Bank Service Charges,14-12-2023,4760.53,289.27
7S4LET,Ungrouped,Rent,07-06-2025,1726.3,402.48
7S4LET,IT,Room Rent,07-07-2023,5561.51,
7S4LET,Operations,FX Gain/ Loss,03-05-2023,5906.64,
7S4LET,IT,Miscellaneous Income,23-02-2025,3969.52,2572
7S4LET,Travel,Miscellaneous Expense,26-02-2024,5680.26,
7S4LET,Operations,Miscellaneous Income,23-10-2024,2667.9,
7S4LET,Ungrouped,Bank Service Charges,13-02-2024,5019.26,4573.71
7S4LET,HR,Bank Service Charges,08-02-2025,7316.33,
7S4LET,IT,Room Rent,05-01-2025,4319.54,234.07
7S4LET,Operations,Room Rent,28-09-2024,7103.17,5309.01
7S4LET,IT,Miscellaneous Expense,27-08-2025,1322.97,105.53
7S4LET,Operations,Employee Benefits,29-07-2024,8415.41,5723.11
7S4LET,HR,FX Gain/ Loss,30-08-2023,6562.49,2645.78
7S4LET,HR,FX Gain/ Loss,04-07-2024,8602.22,3060.08
7S4LET,Travel,Bank Service Charges,23-07-2023,9655.29,
7S4LET,IT,Miscellaneous Expense,03-11-2025,1129.72,
7S4LET,Ungrouped,Miscellaneous Income,09-09-2025,9270.97,2230.33
7S4LET,Operations,FX Gain/ Loss,04-06-2025,9527.71,3179.84
7S4LET,Travel,FX Gain/ Loss,30-12-2025,3337.29,
7S4LET,Ungrouped,Miscellaneous Expense,29-09-2023,5341.45,
7S4LET,Travel,Bank Service Charges,17-01-2024,5336.58,872.13
7S4LET,Travel,Employee Benefits,18-03-2023,5172.64,
7S4LET,Ungrouped,Room Rent,28-05-2025,9082.09,
7S4LET,Travel,Room Rent,18-11-2025,4331.55,
7S4LET,IT,Rent,25-03-2024,2270.06,
7S4LET,Ungrouped,Rent,25-01-2025,5177.23,4786.9
7S4LET,Operations,Miscellaneous Income,15-02-2023,9990.68,
7S4LET,Operations,Employee Benefits,12-10-2024,8840.99,
7S4LET,HR,Room Rent,23-01-2025,1318.76,756.88
7S4LET,Travel,Miscellaneous Income,09-09-2025,8774.54,8262.31
7S4LET,IT,Employee Benefits,07-07-2024,2467.78,1473.32
7S4LET,Operations,FX Gain/ Loss,15-08-2025,2621.4,2557.28
7S4LET,Operations,Bank Service Charges,25-06-2025,6842.73,1033.67
7S4LET,IT,FX Gain/ Loss,11-03-2023,1734.05,
7S4LET,IT,Miscellaneous Income,04-09-2025,5038.8,4747.13
7S4LET,IT,Employee Benefits,14-07-2023,3364.94,2608.03
7S4LET,IT,Miscellaneous Expense,29-10-2025,6370.98,4345.2
7S4LET,Ungrouped,Miscellaneous Income,29-03-2024,1119.92,503.66
7S4LET,Ungrouped,Bank Service Charges,10-05-2025,5373.89,1132.74
7S4LET,IT,Bank Service Charges,09-01-2023,1205.03,150.3
7S4LET,Travel,Miscellaneous Income,04-10-2025,1326.56,
7S4LET,Travel,Employee Benefits,21-02-2025,4812.02,3928.43
7S4LET,HR,Rent,06-12-2023,7806.74,
7S4LET,HR,Rent,07-09-2025,1185.9,
7S4LET,Ungrouped,Room Rent,26-10-2024,4390.71,2731.8
7S4LET,IT,Miscellaneous Income,16-05-2025,2197.76,
7S4LET,Operations,Rent,17-06-2023,5198.72,1610.01
7S4LET,IT,Employee Benefits,20-04-2024,7195.96,
7S4LET,Operations,Rent,13-03-2023,8180.99,
7S4LET,Travel,Rent,25-02-2023,7684.86,6070.55
7S4LET,HR,Bank Service Charges,27-11-2024,7884.79,
7S4LET,Travel,Bank Service Charges,12-06-2024,8814.11,6228.34
7S4LET,HR,Miscellaneous Expense,06-12-2025,8502.78,
7S4LET,HR,Rent,23-06-2023,5039.34,
7S4LET,IT,FX Gain/ Loss,14-09-2024,3273.72,
7S4LET,IT,FX Gain/ Loss,02-04-2024,8728.76,
7S4LET,Operations,FX Gain/ Loss,25-01-2025,9157.3,6028.72
7S4LET,HR,Rent,17-06-2024,1730.01,
7S4LET,Travel,Room Rent,18-09-2025,7797.71,3478.88
7S4LET,Ungrouped,Room Rent,04-07-2023,6979.82,5736.51
7S4LET,Operations,Miscellaneous Expense,29-09-2024,8040.35,4918.04
7S4LET,HR,Miscellaneous Income,17-04-2025,4561.09,2420.21
7S4LET,HR,Rent,09-08-2024,5973.08,3607.88
7S4LET,HR,Miscellaneous Income,07-04-2023,5444.43,
7S4LET,Travel,Miscellaneous Income,17-09-2023,3922.41,
7S4LET,HR,Room Rent,25-10-2024,2482.52,
7S4LET,HR,Room Rent,08-01-2025,8016.4,
7S4LET,Operations,Miscellaneous Expense,26-06-2023,4340.62,
7S4LET,Operations,FX Gain/ Loss,06-07-2023,1018.55,16.25
7S4LET,Ungrouped,Employee Benefits,31-05-2023,7690.21,606.48
7S4LET,Operations,Rent,23-07-2025,7028.12,
7S4LET,Travel,Rent,01-01-2023,5859.87,1171.71
7S4LET,HR,Room Rent,12-10-2023,4168.14,2924.27
7S4LET,HR,Room Rent,22-08-2023,8647.6,4497.11
7S4LET,Operations,Miscellaneous Expense,17-01-2024,5478.85,
7S4LET,Travel,Bank Service Charges,20-10-2023,8171.67,6831.05
7S4LET,Travel,Employee Benefits,22-03-2024,3136.99,
7S4LET,Ungrouped,Miscellaneous Expense,11-09-2023,3492.92,914.42
7S4LET,Ungrouped,Rent,14-01-2023,4841.1,3525.48
7S4LET,HR,FX Gain/ Loss,16-07-2024,1520.03,532.58
7S4LET,Ungrouped,Bank Service Charges,12-07-2024,3907.72,1027.62
7S4LET,IT,FX Gain/ Loss,18-06-2025,2566.18,994.81
7S4LET,IT,Miscellaneous Expense,07-01-2024,4977.96,1194.8
7S4LET,IT,Rent,19-07-2024,1303.38,369.47
7S4LET,IT,Employee Benefits,18-07-2025,9399.76,7017.7
7S4LET,Travel,Miscellaneous Income,30-09-2025,5382.99,
7S4LET,Ungrouped,FX Gain/ Loss,29-12-2023,7284.48,5633.03
7S4LET,Operations,Employee Benefits,05-07-2024,7774.54,3305.21
7S4LET,HR,Rent,10-04-2024,4934.88,
7S4LET,HR,Rent,12-08-2023,4566.43,1867.51
7S4LET,IT,Employee Benefits,09-08-2025,5981.07,
7S4LET,Operations,FX Gain/ Loss,22-10-2023,9839.78,
7S4LET,Operations,Room Rent,16-09-2025,1287.05,
7S4LET,IT,Miscellaneous Expense,12-07-2023,1253.6,
7S4LET,HR,Rent,03-01-2024,7607.43,6787.15
7S4LET,HR,Room Rent,01-07-2024,6797.22,2857.44
7S4LET,Ungrouped,Employee Benefits,09-03-2023,5744.01,
7S4LET,Operations,Room Rent,06-06-2024,3084.89,61.69
7S4LET,IT,Miscellaneous Expense,25-11-2024,6444.21,389.88
7S4LET,HR,Room Rent,22-10-2025,8812.91,
7S4LET,Ungrouped,Bank Service Charges,14-05-2024,6637.74,
7S4LET,Ungrouped,Room Rent,10-07-2024,1652.29,
7S4LET,Operations,Miscellaneous Expense,13-06-2024,4539.61,4476.72
7S4LET,Travel,Miscellaneous Expense,24-05-2024,7777.87,
7S4LET,HR,Employee Benefits,21-04-2024,2455.38,
7S4LET,Ungrouped,Rent,10-04-2025,2541.86,
7S4LET,Travel,Miscellaneous Expense,23-11-2024,4374.95,
7S4LET,Travel,FX Gain/ Loss,26-11-2025,5493.17,
7S4LET,Ungrouped,Miscellaneous Expense,20-03-2025,4492.29,
7S4LET,HR,Miscellaneous Expense,07-04-2023,7610.27,776.86
7S4LET,Ungrouped,FX Gain/ Loss,30-06-2025,7964.08,1176.06
7S4LET,HR,Rent,11-12-2023,1476.98,1406.23
7S4LET,IT,Employee Benefits,15-09-2024,9484.23,
7S4LET,Ungrouped,Miscellaneous Income,03-01-2024,6440.6,2652.43
7S4LET,Ungrouped,Employee Benefits,11-01-2025,8590.98,
7S4LET,Ungrouped,FX Gain/ Loss,06-07-2023,3555.65,484.29
7S4LET,IT,Bank Service Charges,08-09-2024,9707.45,4857.22
7S4LET,Operations,Miscellaneous Expense,09-12-2024,8896.14,1080.75
7S4LET,HR,Bank Service Charges,23-01-2023,2773.89,
